Project Name,Address,No. of Units,Area (sqm),Type of Area,Transacted Price ($),Nett Price($),Unit Price ($ psm),Unit Price ($ psf),Sale Date,Property Type,Tenure,Completion Date,Type of Sale,Purchaser Address Indicator,Postal District,Postal Sector,Postal Code,Planning Region,Planning Area
ARC AT TAMPINES,11 Tampines Avenue 8  #08-18 ,1,92,Strata,945000,-,10272,954,20-Mar-19,Executive Condominium,99 Yrs From 22/02/2011,2014,Resale,Private,18,52,529599,East Region,Tampines
THE TAMPINES TRILLIANT,15 Tampines Central 7  #06-10 ,1,121,Strata,1250000,-,10331,960,19-Mar-19,Executive Condominium,99 Yrs From 13/07/2011,2015,Resale,HDB,18,52,528771,East Region,Tampines
THE EDEN AT TAMPINES,27 Tampines Street 34  #07-22 ,1,115,Strata,998000,-,8678,806,26-Feb-19,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,HDB,18,52,529235,East Region,Tampines
THE EDEN AT TAMPINES,27 Tampines Street 34  #06-25 ,1,115,Strata,960000,-,8348,776,26-Feb-19,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,HDB,18,52,529235,East Region,Tampines
PINEVALE,8 Tampines Street 73  #03-03 ,1,129,Strata,960000,-,7442,691,11-Feb-19,Executive Condominium,99 Yrs From 31/01/1997,1999,Resale,Private,18,52,528826,East Region,Tampines
ARC AT TAMPINES,9 Tampines Avenue 8  #04-16 ,1,75,Strata,728000,-,9707,902,28-Jan-19,Executive Condominium,99 Yrs From 22/02/2011,2014,Resale,HDB,18,52,529598,East Region,Tampines
WHITEWATER,21 Pasir Ris Street 72  #12-03 ,1,89,Strata,700000,-,7865,731,23-Jan-19,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,Private,18,51,518764,East Region,Pasir Ris
THE EDEN AT TAMPINES,25 Tampines Street 34  #09-16 ,1,116,Strata,1030000,-,8879,825,21-Jan-19,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,Private,18,52,529234,East Region,Tampines
THE ESPARIS,9A Pasir Ris Drive 4  #09-17 ,1,110,Strata,908000,-,8255,767,2-Jan-19,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,HDB,18,51,519463,East Region,Pasir Ris
WHITEWATER,25 Pasir Ris Street 72  #09-11 ,1,111,Strata,860000,-,7748,720,28-Dec-18,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518766,East Region,Pasir Ris
PINEVALE,8 Tampines Street 73  #12-04 ,1,119,Strata,970000,-,8151,757,28-Dec-18,Executive Condominium,99 Yrs From 31/01/1997,1999,Resale,Private,18,52,528826,East Region,Tampines
PINEVALE,10 Tampines Street 73  #01-01 ,1,151,Strata,1168000,-,7735,719,17-Dec-18,Executive Condominium,99 Yrs From 31/01/1997,1999,Resale,Private,18,52,528827,East Region,Tampines
PINEVALE,10 Tampines Street 73  #12-02 ,1,120,Strata,930000,-,7750,720,14-Dec-18,Executive Condominium,99 Yrs From 31/01/1997,1999,Resale,HDB,18,52,528827,East Region,Tampines
THE EDEN AT TAMPINES,33 Tampines Street 34  #04-34 ,1,115,Strata,908000,-,7896,734,12-Dec-18,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,Private,18,52,529238,East Region,Tampines
THE TAMPINES TRILLIANT,13 Tampines Central 7  #11-05 ,1,121,Strata,1160000,-,9587,891,11-Dec-18,Executive Condominium,99 Yrs From 13/07/2011,2015,Resale,Private,18,52,528770,East Region,Tampines
ARC AT TAMPINES,9 Tampines Avenue 8  #05-14 ,1,114,Strata,1120000,-,9825,913,29-Nov-18,Executive Condominium,99 Yrs From 22/02/2011,2014,Resale,HDB,18,52,529598,East Region,Tampines
WHITEWATER,25 Pasir Ris Street 72  #02-10 ,1,106,Strata,795000,-,7500,697,20-Nov-18,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,Private,18,51,518766,East Region,Pasir Ris
THE EDEN AT TAMPINES,25 Tampines Street 34  #10-20 ,1,80,Strata,790000,-,9875,917,20-Nov-18,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,Private,18,52,529234,East Region,Tampines
WHITEWATER,29 Pasir Ris Street 72  #15-17 ,1,111,Strata,852000,-,7676,713,19-Nov-18,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518768,East Region,Pasir Ris
EASTVALE,35 Pasir Ris Drive 3  #10-05 ,1,102,Strata,888000,-,8706,809,30-Oct-18,Executive Condominium,99 Yrs From 26/06/1996,1999,Resale,HDB,18,51,519493,East Region,Pasir Ris
WATERCOLOURS,27 Pasir Ris Link  #06-16 ,1,119,Strata,1068000,-,8975,834,25-Oct-18,Executive Condominium,99 Yrs From 10/01/2012,2014,Resale,HDB,18,51,518151,East Region,Pasir Ris
PINEVALE,8 Tampines Street 73  #10-01 ,1,129,Strata,995000,-,7713,717,16-Oct-18,Executive Condominium,99 Yrs From 31/01/1997,1999,Resale,HDB,18,52,528826,East Region,Tampines
THE EDEN AT TAMPINES,25 Tampines Street 34  #06-21 ,1,94,Strata,840000,-,8936,830,12-Oct-18,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,HDB,18,52,529234,East Region,Tampines
THE ESPARIS,9B Pasir Ris Drive 4  #09-28 ,1,136,Strata,1100000,-,8088,751,4-Oct-18,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,HDB,18,51,519464,East Region,Pasir Ris
THE EDEN AT TAMPINES,25 Tampines Street 34  #07-20 ,1,80,Strata,790000,-,9875,917,27-Sep-18,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,Private,18,52,529234,East Region,Tampines
THE EDEN AT TAMPINES,23 Tampines Street 34  #08-11 ,1,115,Strata,1050000,-,9130,848,18-Sep-18,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,Private,18,52,529233,East Region,Tampines
THE ESPARIS,9A Pasir Ris Drive 4  #03-21 ,1,120,Strata,980000,-,8167,759,10-Sep-18,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,HDB,18,51,519463,East Region,Pasir Ris
THE ESPARIS,9B Pasir Ris Drive 4  #03-26 ,1,120,Strata,925000,-,7708,716,31-Aug-18,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,Private,18,51,519464,East Region,Pasir Ris
WHITEWATER,25 Pasir Ris Street 72  #04-11 ,1,111,Strata,840000,-,7568,703,31-Aug-18,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518766,East Region,Pasir Ris
THE ESPARIS,9B Pasir Ris Drive 4  #03-23 ,1,110,Strata,865000,-,7864,731,27-Aug-18,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,HDB,18,51,519464,East Region,Pasir Ris
SIMEI GREEN CONDOMINIUM,9 Simei Street 4  #05-06 ,1,90,Strata,818000,-,9089,844,21-Aug-18,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,Private,18,52,529865,East Region,Tampines
THE EDEN AT TAMPINES,25 Tampines Street 34  #03-21 ,1,94,Strata,835000,-,8883,825,20-Aug-18,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,HDB,18,52,529234,East Region,Tampines
THE EDEN AT TAMPINES,23 Tampines Street 34  #08-13 ,1,126,Strata,1110000,-,8810,818,16-Aug-18,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,HDB,18,52,529233,East Region,Tampines
THE ESPARIS,7 Pasir Ris Drive 4  #09-03 ,1,109,Strata,886008,-,8129,755,10-Aug-18,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,Private,18,51,519459,East Region,Pasir Ris
THE EDEN AT TAMPINES,29 Tampines Street 34  #02-27 ,1,116,Strata,1050000,-,9052,841,8-Aug-18,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,HDB,18,52,529236,East Region,Tampines
WHITEWATER,21 Pasir Ris Street 72  #10-01 ,1,106,Strata,840000,-,7925,736,6-Aug-18,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518764,East Region,Pasir Ris
BELYSA,57 Pasir Ris Drive 1  #10-06 ,1,98,Strata,878000,-,8959,832,30-Jul-18,Executive Condominium,99 Yrs From 24/01/2011,2014,Resale,HDB,18,51,519531,East Region,Pasir Ris
EASTVALE,37 Pasir Ris Drive 3  #06-01 ,1,102,Strata,895000,-,8775,815,30-Jul-18,Executive Condominium,99 Yrs From 26/06/1996,1999,Resale,Private,18,51,519494,East Region,Pasir Ris
PINEVALE,10 Tampines Street 73  #08-01 ,1,120,Strata,922000,-,7683,714,30-Jul-18,Executive Condominium,99 Yrs From 31/01/1997,1999,Resale,HDB,18,52,528827,East Region,Tampines
THE ESPARIS,7 Pasir Ris Drive 4  #02-05 ,1,120,Strata,950000,-,7917,735,25-Jul-18,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,HDB,18,51,519459,East Region,Pasir Ris
THE EDEN AT TAMPINES,21 Tampines Street 34  #07-06 ,1,116,Strata,980000,-,8448,785,10-Jul-18,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,HDB,18,52,529232,East Region,Tampines
THE ESPARIS,7 Pasir Ris Drive 4  #02-01 ,1,123,Strata,1030000,-,8374,778,9-Jul-18,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,Private,18,51,519459,East Region,Pasir Ris
THE EDEN AT TAMPINES,31 Tampines Street 34  #01-33 ,1,138,Strata,1058000,-,7667,712,9-Jul-18,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,Private,18,52,529237,East Region,Tampines
WHITEWATER,29 Pasir Ris Street 72  #01-20 ,1,130,Strata,930000,-,7154,665,6-Jul-18,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518768,East Region,Pasir Ris
WHITEWATER,31 Pasir Ris Street 72  #15-21 ,1,111,Strata,885000,-,7973,741,6-Jul-18,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518769,East Region,Pasir Ris
PINEVALE,6 Tampines Street 73  #01-01 ,1,145,Strata,1075000,-,7414,689,29-Jun-18,Executive Condominium,99 Yrs From 31/01/1997,1999,Resale,HDB,18,52,528825,East Region,Tampines
ARC AT TAMPINES,11 Tampines Avenue 8  #04-18 ,1,92,Strata,900000,-,9783,909,28-Jun-18,Executive Condominium,99 Yrs From 22/02/2011,2014,Resale,Private,18,52,529599,East Region,Tampines
WHITEWATER,25 Pasir Ris Street 72  #11-12 ,1,119,Strata,918000,-,7714,717,25-Jun-18,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518766,East Region,Pasir Ris
THE EDEN AT TAMPINES,31 Tampines Street 34  #06-30 ,1,111,Strata,935000,-,8423,783,25-Jun-18,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,HDB,18,52,529237,East Region,Tampines
THE TAMPINES TRILLIANT,27 Tampines Central 7  #14-33 ,1,93,Strata,1151000,-,12376,1150,22-Jun-18,Executive Condominium,99 Yrs From 13/07/2011,2015,Resale,HDB,18,52,528611,East Region,Tampines
EASTVALE,33 Pasir Ris Drive 3  #04-06 ,1,111,Strata,900000,-,8108,753,22-Jun-18,Executive Condominium,99 Yrs From 26/06/1996,1999,Resale,Private,18,51,519492,East Region,Pasir Ris
THE ESPARIS,7A Pasir Ris Drive 4  #04-09 ,1,120,Strata,950000,-,7917,735,21-Jun-18,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,HDB,18,51,519460,East Region,Pasir Ris
THE EDEN AT TAMPINES,33 Tampines Street 34  #09-34 ,1,115,Strata,980000,-,8522,792,19-Jun-18,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,HDB,18,52,529238,East Region,Tampines
PINEVALE,8 Tampines Street 73  #02-03 ,1,129,Strata,930000,-,7209,670,14-Jun-18,Executive Condominium,99 Yrs From 31/01/1997,1999,Resale,HDB,18,52,528826,East Region,Tampines
SIMEI GREEN CONDOMINIUM,9 Simei Street 4  #01-04 ,1,148,Strata,1120000,-,7568,703,12-Jun-18,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,HDB,18,52,529865,East Region,Tampines
PINEVALE,2 Tampines Street 73  #11-01 ,1,119,Strata,945000,-,7941,738,6-Jun-18,Executive Condominium,99 Yrs From 31/01/1997,1999,Resale,HDB,18,52,528823,East Region,Tampines
THE ESPARIS,9B Pasir Ris Drive 4  #08-24 ,1,110,Strata,880000,-,8000,743,4-Jun-18,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,Private,18,51,519464,East Region,Pasir Ris
WHITEWATER,33 Pasir Ris Street 72  #04-27 ,1,112,Strata,830000,-,7411,688,1-Jun-18,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,Private,18,51,518770,East Region,Pasir Ris
SIMEI GREEN CONDOMINIUM,7 Simei Street 4  #11-01 ,1,128,Strata,1150000,-,8984,835,1-Jun-18,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,HDB,18,52,529864,East Region,Tampines
WHITEWATER,33 Pasir Ris Street 72  #06-26 ,1,106,Strata,850000,-,8019,745,31-May-18,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518770,East Region,Pasir Ris
THE EDEN AT TAMPINES,23 Tampines Street 34  #01-14 ,1,138,Strata,1038000,-,7522,699,28-May-18,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,HDB,18,52,529233,East Region,Tampines
THE EDEN AT TAMPINES,37 Tampines Street 34  #09-44 ,1,112,Strata,973000,-,8688,807,25-May-18,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,HDB,18,52,529240,East Region,Tampines
PINEVALE,6 Tampines Street 73  #08-04 ,1,119,Strata,983000,-,8261,767,25-May-18,Executive Condominium,99 Yrs From 31/01/1997,1999,Resale,Private,18,52,528825,East Region,Tampines
SIMEI GREEN CONDOMINIUM,7 Simei Street 4  #03-03 ,1,90,Strata,870000,-,9667,898,25-May-18,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,Private,18,52,529864,East Region,Tampines
BELYSA,57 Pasir Ris Drive 1  #10-11 ,1,132,Strata,1120000,-,8485,788,23-May-18,Executive Condominium,99 Yrs From 24/01/2011,2014,Resale,HDB,18,51,519531,East Region,Pasir Ris
SIMEI GREEN CONDOMINIUM,3 Simei Street 4  #11-02 ,1,158,Strata,1410000,-,8924,829,21-May-18,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,Private,18,52,529862,East Region,Tampines
WHITEWATER,25 Pasir Ris Street 72  #11-11 ,1,111,Strata,850000,-,7658,711,9-May-18,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518766,East Region,Pasir Ris
THE EDEN AT TAMPINES,23 Tampines Street 34  #03-14 ,1,115,Strata,930000,-,8087,751,9-May-18,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,HDB,18,52,529233,East Region,Tampines
THE ESPARIS,9B Pasir Ris Drive 4  #06-28 ,1,136,Strata,1100000,-,8088,751,8-May-18,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,HDB,18,51,519464,East Region,Pasir Ris
PINEVALE,6 Tampines Street 73  #01-02 ,1,144,Strata,1060000,-,7361,684,8-May-18,Executive Condominium,99 Yrs From 31/01/1997,1999,Resale,Private,18,52,528825,East Region,Tampines
WHITEWATER,25 Pasir Ris Street 72  #01-09 ,1,117,Strata,938000,-,8017,745,4-May-18,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,Private,18,51,518766,East Region,Pasir Ris
SIMEI GREEN CONDOMINIUM,11 Simei Street 4  #10-05 ,1,116,Strata,1020000,-,8793,817,3-May-18,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,HDB,18,52,529866,East Region,Tampines
THE ESPARIS,7 Pasir Ris Drive 4  #05-03 ,1,109,Strata,840000,-,7706,716,3-May-18,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,HDB,18,51,519459,East Region,Pasir Ris
THE EDEN AT TAMPINES,31 Tampines Street 34  #05-31 ,1,138,Strata,1180000,-,8551,794,2-May-18,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,HDB,18,52,529237,East Region,Tampines
SIMEI GREEN CONDOMINIUM,11 Simei Street 4  #11-08 ,1,126,Strata,1090000,-,8651,804,30-Apr-18,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,Private,18,52,529866,East Region,Tampines
WHITEWATER,21 Pasir Ris Street 72  #12-01 ,1,106,Strata,838000,-,7906,734,30-Apr-18,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,Private,18,51,518764,East Region,Pasir Ris
BELYSA,55 Pasir Ris Drive 1  #15-02 ,1,94,Strata,770000,-,8191,761,27-Apr-18,Executive Condominium,99 Yrs From 24/01/2011,2014,Resale,Private,18,51,519530,East Region,Pasir Ris
PINEVALE,2 Tampines Street 73  #02-04 ,1,120,Strata,930000,-,7750,720,26-Apr-18,Executive Condominium,99 Yrs From 31/01/1997,1999,Resale,HDB,18,52,528823,East Region,Tampines
THE ESPARIS,9 Pasir Ris Drive 4  #06-12 ,1,110,Strata,840000,-,7636,709,26-Apr-18,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,HDB,18,51,519462,East Region,Pasir Ris
SIMEI GREEN CONDOMINIUM,15 Simei Street 4  #09-04 ,1,116,Strata,950000,-,8190,761,25-Apr-18,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,Private,18,52,529868,East Region,Tampines
WHITEWATER,29 Pasir Ris Street 72  #04-18 ,1,106,Strata,820000,-,7736,719,25-Apr-18,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,Private,18,51,518768,East Region,Pasir Ris
THE EDEN AT TAMPINES,23 Tampines Street 34  #05-10 ,1,94,Strata,840000,-,8936,830,24-Apr-18,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,HDB,18,52,529233,East Region,Tampines
WHITEWATER,29 Pasir Ris Street 72  #02-20 ,1,119,Strata,835000,-,7017,652,24-Apr-18,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518768,East Region,Pasir Ris
SIMEI GREEN CONDOMINIUM,3 Simei Street 4  #06-07 ,1,111,Strata,981000,-,8838,821,24-Apr-18,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,HDB,18,52,529862,East Region,Tampines
THE EDEN AT TAMPINES,21 Tampines Street 34  #10-02 ,1,80,Strata,800000,-,10000,929,23-Apr-18,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,HDB,18,52,529232,East Region,Tampines
THE EDEN AT TAMPINES,23 Tampines Street 34  #07-08 ,1,94,Strata,838000,-,8915,828,20-Apr-18,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,HDB,18,52,529233,East Region,Tampines
WHITEWATER,25 Pasir Ris Street 72  #13-12 ,1,117,Strata,865000,-,7393,687,18-Apr-18,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,Private,18,51,518766,East Region,Pasir Ris
BELYSA,57 Pasir Ris Drive 1  #11-05 ,1,90,Strata,810000,-,9000,836,18-Apr-18,Executive Condominium,99 Yrs From 24/01/2011,2014,Resale,HDB,18,51,519531,East Region,Pasir Ris
WHITEWATER,29 Pasir Ris Street 72  #04-19 ,1,111,Strata,830000,-,7477,695,16-Apr-18,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518768,East Region,Pasir Ris
THE ESPARIS,9B Pasir Ris Drive 4  #03-25 ,1,136,Strata,1068000,-,7853,730,16-Apr-18,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,HDB,18,51,519464,East Region,Pasir Ris
THE ESPARIS,7A Pasir Ris Drive 4  #10-07 ,1,109,Strata,875000,-,8028,746,13-Apr-18,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,HDB,18,51,519460,East Region,Pasir Ris
ARC AT TAMPINES,17 Tampines Avenue 8  #16-28 ,1,72,Strata,730000,-,10139,942,13-Apr-18,Executive Condominium,99 Yrs From 22/02/2011,2014,Resale,HDB,18,52,529602,East Region,Tampines
WHITEWATER,21 Pasir Ris Street 72  #12-02 ,1,106,Strata,820000,-,7736,719,12-Apr-18,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,Private,18,51,518764,East Region,Pasir Ris
WHITEWATER,33 Pasir Ris Street 72  #05-26 ,1,106,Strata,815000,-,7689,714,10-Apr-18,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518770,East Region,Pasir Ris
PINEVALE,6 Tampines Street 73  #05-01 ,1,120,Strata,900000,-,7500,697,9-Apr-18,Executive Condominium,99 Yrs From 31/01/1997,1999,Resale,HDB,18,52,528825,East Region,Tampines
PINEVALE,4 Tampines Street 73  #02-04 ,1,120,Strata,888000,-,7400,687,9-Apr-18,Executive Condominium,99 Yrs From 31/01/1997,1999,Resale,HDB,18,52,528824,East Region,Tampines
PINEVALE,4 Tampines Street 73  #02-01 ,1,145,Strata,1120000,-,7724,718,9-Apr-18,Executive Condominium,99 Yrs From 31/01/1997,1999,Resale,HDB,18,52,528824,East Region,Tampines
EASTVALE,39 Pasir Ris Drive 3  #01-01 ,1,126,Strata,958000,-,7603,706,9-Apr-18,Executive Condominium,99 Yrs From 26/06/1996,1999,Resale,HDB,18,51,519495,East Region,Pasir Ris
PINEVALE,2 Tampines Street 73  #13-04 ,1,120,Strata,930000,-,7750,720,9-Apr-18,Executive Condominium,99 Yrs From 31/01/1997,1999,Resale,HDB,18,52,528823,East Region,Tampines
SIMEI GREEN CONDOMINIUM,11 Simei Street 4  #11-07 ,1,158,Strata,1320000,-,8354,776,5-Apr-18,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,HDB,18,52,529866,East Region,Tampines
EASTVALE,35 Pasir Ris Drive 3  #03-05 ,1,102,Strata,810000,-,7941,738,4-Apr-18,Executive Condominium,99 Yrs From 26/06/1996,1999,Resale,HDB,18,51,519493,East Region,Pasir Ris
WATERCOLOURS,25 Pasir Ris Link  #12-12 ,1,174,Strata,1260000,-,7241,673,4-Apr-18,Executive Condominium,99 Yrs From 10/01/2012,2014,Resale,Private,18,51,518150,East Region,Pasir Ris
EASTVALE,37 Pasir Ris Drive 3  #03-04 ,1,102,Strata,780000,-,7647,710,28-Mar-18,Executive Condominium,99 Yrs From 26/06/1996,1999,Resale,HDB,18,51,519494,East Region,Pasir Ris
PINEVALE,10 Tampines Street 73  #13-03 ,1,129,Strata,940000,-,7287,677,22-Mar-18,Executive Condominium,99 Yrs From 31/01/1997,1999,Resale,HDB,18,52,528827,East Region,Tampines
PINEVALE,10 Tampines Street 73  #06-03 ,1,129,Strata,920000,-,7132,663,22-Mar-18,Executive Condominium,99 Yrs From 31/01/1997,1999,Resale,HDB,18,52,528827,East Region,Tampines
PINEVALE,12 Tampines Street 73  #10-01 ,1,119,Strata,870000,-,7311,679,14-Mar-18,Executive Condominium,99 Yrs From 31/01/1997,1999,Resale,HDB,18,52,528828,East Region,Tampines
WHITEWATER,31 Pasir Ris Street 72  #07-21 ,1,112,Strata,822000,-,7339,682,13-Mar-18,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,Private,18,51,518769,East Region,Pasir Ris
THE ESPARIS,9A Pasir Ris Drive 4  #04-19 ,1,136,Strata,1090000,-,8015,745,8-Mar-18,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,Private,18,51,519463,East Region,Pasir Ris
THE ESPARIS,7A Pasir Ris Drive 4  #09-09 ,1,120,Strata,943888,-,7866,731,6-Mar-18,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,HDB,18,51,519460,East Region,Pasir Ris
WHITEWATER,31 Pasir Ris Street 72  #01-22 ,1,117,Strata,880000,-,7521,699,6-Mar-18,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,Private,18,51,518769,East Region,Pasir Ris
EASTVALE,35 Pasir Ris Drive 3  #05-05 ,1,102,Strata,808000,-,7922,736,5-Mar-18,Executive Condominium,99 Yrs From 26/06/1996,1999,Resale,HDB,18,51,519493,East Region,Pasir Ris
SIMEI GREEN CONDOMINIUM,3 Simei Street 4  #01-03 ,1,130,Strata,890000,-,6846,636,1-Mar-18,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,Private,18,52,529862,East Region,Tampines
THE ESPARIS,9B Pasir Ris Drive 4  #03-28 ,1,136,Strata,1060000,-,7794,724,23-Feb-18,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,Private,18,51,519464,East Region,Pasir Ris
SIMEI GREEN CONDOMINIUM,3 Simei Street 4  #09-06 ,1,90,Strata,830000,-,9222,857,19-Feb-18,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,Private,18,52,529862,East Region,Tampines
SIMEI GREEN CONDOMINIUM,15 Simei Street 4  #06-03 ,1,90,Strata,880000,-,9778,908,15-Feb-18,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,Private,18,52,529868,East Region,Tampines
SIMEI GREEN CONDOMINIUM,11 Simei Street 4  #08-01 ,1,128,Strata,1100000,-,8594,798,14-Feb-18,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,Private,18,52,529866,East Region,Tampines
THE EDEN AT TAMPINES,25 Tampines Street 34  #04-16 ,1,116,Strata,945000,-,8147,757,13-Feb-18,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,HDB,18,52,529234,East Region,Tampines
